Timestamp: 1784020377.1059973 | Model: mock-model | Task: tensorly__tensorly-320__tensorly_backend_core.py_Backend.randn | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1112885 | Model: mock-model | Task: dephell__dephell-411__dephell_converters_installed.py_InstalledConverter.load_resolver | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1114511 | Model: mock-model | Task: casbin__pycasbin-242__casbin_model_model.py_Model.sort_policies_by_priority | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1115315 | Model: mock-model | Task: casbin__pycasbin-242__casbin_model_model.py_Model.sort_policies_by_priority | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1115975 | Model: mock-model | Task: casbin__pycasbin-242__casbin_model_model.py_Model.sort_policies_by_priority | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1117518 | Model: mock-model | Task: fengsp__plan-15__plan_job.py_Job.parse_every | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1118436 | Model: mock-model | Task: fengsp__plan-15__plan_job.py_Job.parse_every | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1119053 | Model: mock-model | Task: fengsp__plan-15__plan_job.py_Job.parse_every | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.112032 | Model: mock-model | Task: niklasf__python-chess-1117__chess_engine.py_Limit | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1120977 | Model: mock-model | Task: niklasf__python-chess-1117__chess_engine.py_Limit | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.112155 | Model: mock-model | Task: niklasf__python-chess-1117__chess_engine.py_Limit | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1122715 | Model: mock-model | Task: sinaptik-ai__pandas-ai-1611__pandasai_query_builders_view_query_builder.py_ViewQueryBuilder.normalize_view_column_alias | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1123366 | Model: mock-model | Task: sinaptik-ai__pandas-ai-1611__pandasai_query_builders_view_query_builder.py_ViewQueryBuilder.normalize_view_column_alias | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.112394 | Model: mock-model | Task: sinaptik-ai__pandas-ai-1611__pandasai_query_builders_view_query_builder.py_ViewQueryBuilder.normalize_view_column_alias | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.112511 | Model: mock-model | Task: bndr__pipreqs-205__pipreqs_pipreqs.py_get_all_imports | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1125739 | Model: mock-model | Task: bndr__pipreqs-205__pipreqs_pipreqs.py_get_all_imports | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1126297 | Model: mock-model | Task: bndr__pipreqs-205__pipreqs_pipreqs.py_get_all_imports | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1127422 | Model: mock-model | Task: kayak__pypika-296__pypika_terms.py_Case.tables_ | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1128168 | Model: mock-model | Task: kayak__pypika-296__pypika_terms.py_Case.tables_ | Sample: 2 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1128762 | Model: mock-model | Task: kayak__pypika-296__pypika_terms.py_Case.tables_ | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1129985 | Model: mock-model | Task: a13xp0p0v__kernel-hardening-checker-183__kernel_hardening_checker_engine.py_KconfigCheck.opt_type | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.113064 | Model: mock-model | Task: a13xp0p0v__kernel-hardening-checker-183__kernel_hardening_checker_engine.py_KconfigCheck.opt_type | Sample: 2 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1131215 | Model: mock-model | Task: a13xp0p0v__kernel-hardening-checker-183__kernel_hardening_checker_engine.py_KconfigCheck.opt_type | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1132345 | Model: mock-model | Task: cpplint__cpplint-192__cpplint.py_GetHeaderGuardCPPVariable | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1132987 | Model: mock-model | Task: cpplint__cpplint-192__cpplint.py_GetHeaderGuardCPPVariable | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1133544 | Model: mock-model | Task: cpplint__cpplint-192__cpplint.py_GetHeaderGuardCPPVariable | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1134605 | Model: mock-model | Task: pypose__pypose-246__pypose_lietensor_utils.py_Exp | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.113525 | Model: mock-model | Task: pypose__pypose-246__pypose_lietensor_utils.py_Exp | Sample: 2 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.11358 | Model: mock-model | Task: pypose__pypose-246__pypose_lietensor_utils.py_Exp | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1137164 | Model: mock-model | Task: zeromq__pyzmq-1840__zmq_sugar_socket.py_Socket.connect | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.113784 | Model: mock-model | Task: zeromq__pyzmq-1840__zmq_sugar_socket.py_Socket.connect | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1138403 | Model: mock-model | Task: zeromq__pyzmq-1840__zmq_sugar_socket.py_Socket.connect | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1139514 | Model: mock-model | Task: coleifer__peewee-1964__peewee.py_WindowAlias.alias | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1140118 | Model: mock-model | Task: coleifer__peewee-1964__peewee.py_WindowAlias.alias | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1140673 | Model: mock-model | Task: coleifer__peewee-1964__peewee.py_WindowAlias.alias | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1141875 | Model: mock-model | Task: globocom__m3u8-156__m3u8_model.py_Segment.dumps | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1142519 | Model: mock-model | Task: globocom__m3u8-156__m3u8_model.py_Segment.dumps | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.11431 | Model: mock-model | Task: globocom__m3u8-156__m3u8_model.py_Segment.dumps | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.114429 | Model: mock-model | Task: lmfit__lmfit-py-740__lmfit_parameter.py_Parameters.add | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1144955 | Model: mock-model | Task: lmfit__lmfit-py-740__lmfit_parameter.py_Parameters.add | Sample: 2 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1145575 | Model: mock-model | Task: lmfit__lmfit-py-740__lmfit_parameter.py_Parameters.add | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1146648 | Model: mock-model | Task: pyeve__cerberus-562__cerberus_errors.py_BasicErrorHandler.add | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1147263 | Model: mock-model | Task: pyeve__cerberus-562__cerberus_errors.py_BasicErrorHandler.add | Sample: 2 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1147895 | Model: mock-model | Task: pyeve__cerberus-562__cerberus_errors.py_BasicErrorHandler.add | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1149085 | Model: mock-model | Task: DLR-RM__stable-baselines3-1671__stable_baselines3_common_vec_env_dummy_vec_env.py_DummyVecEnv.reset | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1149948 | Model: mock-model | Task: DLR-RM__stable-baselines3-1671__stable_baselines3_common_vec_env_dummy_vec_env.py_DummyVecEnv.reset | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1150699 | Model: mock-model | Task: DLR-RM__stable-baselines3-1671__stable_baselines3_common_vec_env_dummy_vec_env.py_DummyVecEnv.reset | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1151943 | Model: mock-model | Task: SYSTRAN__faster-whisper-358__faster_whisper_transcribe.py_WhisperModel.generate_with_fallback | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.115259 | Model: mock-model | Task: SYSTRAN__faster-whisper-358__faster_whisper_transcribe.py_WhisperModel.generate_with_fallback | Sample: 2 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1153152 | Model: mock-model | Task: SYSTRAN__faster-whisper-358__faster_whisper_transcribe.py_WhisperModel.generate_with_fallback | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1154268 | Model: mock-model | Task: rigetti__pyquil-1694__pyquil_api__qpu.py_QPU.get_result | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.115488 | Model: mock-model | Task: rigetti__pyquil-1694__pyquil_api__qpu.py_QPU.get_result | Sample: 2 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1155436 | Model: mock-model | Task: rigetti__pyquil-1694__pyquil_api__qpu.py_QPU.get_result | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1157203 | Model: mock-model | Task: python-injector__injector-50__injector.py_Scope | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1157882 | Model: mock-model | Task: python-injector__injector-50__injector.py_Scope | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1158504 | Model: mock-model | Task: python-injector__injector-50__injector.py_Scope | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1159744 | Model: mock-model | Task: sendgrid__sendgrid-python-921__sendgrid_helpers_mail_section.py_Section.get | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1160421 | Model: mock-model | Task: sendgrid__sendgrid-python-921__sendgrid_helpers_mail_section.py_Section.get | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1161005 | Model: mock-model | Task: sendgrid__sendgrid-python-921__sendgrid_helpers_mail_section.py_Section.get | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1162148 | Model: mock-model | Task: coleifer__peewee-2677__peewee.py_OnConflict.where | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1162794 | Model: mock-model | Task: coleifer__peewee-2677__peewee.py_OnConflict.where | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1163337 | Model: mock-model | Task: coleifer__peewee-2677__peewee.py_OnConflict.where | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1164439 | Model: mock-model | Task: Shopify__shopify_python_api-168__test_session_test.py_SessionTest.normalize_url | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1165068 | Model: mock-model | Task: Shopify__shopify_python_api-168__test_session_test.py_SessionTest.normalize_url | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1165624 | Model: mock-model | Task: Shopify__shopify_python_api-168__test_session_test.py_SessionTest.normalize_url | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.11667 | Model: mock-model | Task: Zulko__moviepy-1768__moviepy_video_io_ffmpeg_reader.py_FFmpegInfosParser.parse_data_by_stream_type | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.116739 | Model: mock-model | Task: Zulko__moviepy-1768__moviepy_video_io_ffmpeg_reader.py_FFmpegInfosParser.parse_data_by_stream_type | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1167972 | Model: mock-model | Task: Zulko__moviepy-1768__moviepy_video_io_ffmpeg_reader.py_FFmpegInfosParser.parse_data_by_stream_type | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1169055 | Model: mock-model | Task: rigetti__pyquil-1758__pyquil_quilbase.py_UnaryClassicalInstruction | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1169662 | Model: mock-model | Task: rigetti__pyquil-1758__pyquil_quilbase.py_UnaryClassicalInstruction | Sample: 2 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1170225 | Model: mock-model | Task: rigetti__pyquil-1758__pyquil_quilbase.py_UnaryClassicalInstruction | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1171277 | Model: mock-model | Task: sendgrid__sendgrid-python-921__sendgrid_helpers_mail_asm.py_Asm.groups_to_display | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1171885 | Model: mock-model | Task: sendgrid__sendgrid-python-921__sendgrid_helpers_mail_asm.py_Asm.groups_to_display | Sample: 2 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1172426 | Model: mock-model | Task: sendgrid__sendgrid-python-921__sendgrid_helpers_mail_asm.py_Asm.groups_to_display | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1173463 | Model: mock-model | Task: niklasf__python-chess-927__chess_variant.py_SuicideBoard.status | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1174047 | Model: mock-model | Task: niklasf__python-chess-927__chess_variant.py_SuicideBoard.status | Sample: 2 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1174715 | Model: mock-model | Task: niklasf__python-chess-927__chess_variant.py_SuicideBoard.status | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1175795 | Model: mock-model | Task: mitre__caldera-2713__tests_services_test_file_svc.py_TestFileService._test_upload_file_with_encoding | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1176379 | Model: mock-model | Task: mitre__caldera-2713__tests_services_test_file_svc.py_TestFileService._test_upload_file_with_encoding | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.117701 | Model: mock-model | Task: mitre__caldera-2713__tests_services_test_file_svc.py_TestFileService._test_upload_file_with_encoding | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1178052 | Model: mock-model | Task: textstat__textstat-37__textstat_textstat.py_textstatistics.polysyllabcount | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1178637 | Model: mock-model | Task: textstat__textstat-37__textstat_textstat.py_textstatistics.polysyllabcount | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1180854 | Model: mock-model | Task: textstat__textstat-37__textstat_textstat.py_textstatistics.polysyllabcount | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1182654 | Model: mock-model | Task: PyCQA__pyflakes-716__pyflakes_test_test_api.py_LoggingReporter.syntaxError | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1183844 | Model: mock-model | Task: PyCQA__pyflakes-716__pyflakes_test_test_api.py_LoggingReporter.syntaxError | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1184475 | Model: mock-model | Task: PyCQA__pyflakes-716__pyflakes_test_test_api.py_LoggingReporter.syntaxError | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1185765 | Model: mock-model | Task: unit8co__darts-2237__darts_timeseries.py_TimeSeries.get_index_at_point | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1186407 | Model: mock-model | Task: unit8co__darts-2237__darts_timeseries.py_TimeSeries.get_index_at_point | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1186974 | Model: mock-model | Task: unit8co__darts-2237__darts_timeseries.py_TimeSeries.get_index_at_point | Sample: 3 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1188118 | Model: mock-model | Task: bpython__bpython-996__bpython_autocomplete.py_BaseCompletionType.matches | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.118873 | Model: mock-model | Task: bpython__bpython-996__bpython_autocomplete.py_BaseCompletionType.matches | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1189282 | Model: mock-model | Task: bpython__bpython-996__bpython_autocomplete.py_BaseCompletionType.matches | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1190438 | Model: mock-model | Task: py-why__dowhy-1023__dowhy_gcm_causal_mechanisms.py_PostNonlinearModel.fit | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1193297 | Model: mock-model | Task: py-why__dowhy-1023__dowhy_gcm_causal_mechanisms.py_PostNonlinearModel.fit | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1194222 | Model: mock-model | Task: py-why__dowhy-1023__dowhy_gcm_causal_mechanisms.py_PostNonlinearModel.fit | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1195717 | Model: mock-model | Task: hhatto__autopep8-181__autopep8.py_FixPEP8.fix_e713 | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1196427 | Model: mock-model | Task: hhatto__autopep8-181__autopep8.py_FixPEP8.fix_e713 | Sample: 2 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.119701 | Model: mock-model | Task: hhatto__autopep8-181__autopep8.py_FixPEP8.fix_e713 | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1198432 | Model: mock-model | Task: kayak__pypika-348__pypika_terms.py_Field.replace_table | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1199093 | Model: mock-model | Task: kayak__pypika-348__pypika_terms.py_Field.replace_table | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.119965 | Model: mock-model | Task: kayak__pypika-348__pypika_terms.py_Field.replace_table | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1200814 | Model: mock-model | Task: weaveworks__grafanalib-560__grafanalib_core.py_Percent.to_json_data | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1201427 | Model: mock-model | Task: weaveworks__grafanalib-560__grafanalib_core.py_Percent.to_json_data | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1201973 | Model: mock-model | Task: weaveworks__grafanalib-560__grafanalib_core.py_Percent.to_json_data | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1203065 | Model: mock-model | Task: movingpandas__movingpandas-466__movingpandas_trajectory_smoother.py_KalmanSmootherCV._get_detector | Sample: 1 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1203654 | Model: mock-model | Task: movingpandas__movingpandas-466__movingpandas_trajectory_smoother.py_KalmanSmootherCV._get_detector | Sample: 2 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.120419 | Model: mock-model | Task: movingpandas__movingpandas-466__movingpandas_trajectory_smoother.py_KalmanSmootherCV._get_detector | Sample: 3 | State: fail | Cost: 0.0 | Errors: 
Timestamp: 1784020377.1206465 | Model: mock-model | Task: oauthlib__oauthlib-671__oauthlib_common.py_Request.__getattr__ | Sample: 1 | State: pass | Cost: 0.0 | Errors: 
